Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
563707,B007JFMH8M,A1MTVA7JWWXVZ,"Athena Emmanouilidis ""aunt of three""",0,0,5,1341792000,The Best Oatmeal Cookie I Ever Ate!,"I received a sample of these cookies through Influenster.It was gone within a minute of receiving the package.I didn't even share it,all mine lol.They are super soft and delicious!They taste like I just baked them myself.I have never tasted such an amazing cookie,for real!"
329983,B002QWHJOU,A1CWIITBDOU9KD,Love Online Shopping,7,14,1,1328054400,DEADLY!!!!!,"I am writing this because this product KILLED my in-laws 2 year old YORKIE. They have been breeding Yorkies for 18 years and this was the first product they have used, that KILLED one of there dogs. They started using this product this past summer. Sweetie (the dog) was chewing on the GREENIE chew in front of both of them, when she started convulsing.  They immediately took her a 1/2 mile to the vet, by the time they arrived there, Sweetie was DEAD.  The Greenie had Pierced her TRACHEA.  Please be aware od how dangerous these could be to small dogs."
563155,B007JFMH8M,A2BUR1OE12OILL,"H. Bowers ""Harri""",0,0,3,1342569600,"Great product, but.....","It's a little too dry for my taste.  However, the price and packaging are amazing.  My kid will love these."
368042,B003B3OOPA,A2GNQ8TD7110OL,earthy,1,2,3,1341187200,just ok......,This product was just okay. i expected something great with all the hype and positive reviews. Most of the jar is still in my cupboard it is nothing more special than the cheaper brands that i use. I mainly used it in my skin and hair. I will now give it to my dog for her good health.
189854,B001EO5Q64,A2F8Y1EWH2EI11,4HealthyMe,0,13,1,1340323200,Not Good for Cooking,"This product may be great for tanning (over your sunscreen of course), but it is not good for cooking unless you are making a coconut pie, cake or cookies (GF of course) because it tastes and smells like coconut.<br /><br />I should have been tipped off by the plastic container and by what appears to be a lower than I expected melting point, but I admit that I was looking for an economical solution to Subscribe & Save for my adult children as I do all that I can to help them eat right.  I am telling them to use this as body oil and I will buy them some Spectrum Naturals Coconut Oil."
563648,B007JFMH8M,AJNDL4BI7AQ8H,Christy Spear,0,0,4,1341878400,chewy cookie snack,i received a sample of the quaker soft baked oatmeal cookie through influenster.  the cookie was quite large and was filling.  it satisfied my craving for a sweet without too many calories.
21557,B002QWP89S,A1J1F8B09O6URF,Lily,2,6,3,1318377600,My Dogs love them,My  dogs love them.. They are pricey for a treat tho!<br />I did not notice any change on their teeth -plaque stayed the same.. even tho I gave it to my  dog 2 times a day for few months. Still needed to go to the vet for  deep teeth cleaning.
563501,B007JFMH8M,A399Z7W6AJWTAV,Naturaltwist,0,0,4,1341878400,Pretty Darn Good,Less calories than a candy bar! I will take it. I was pleasantly surprised with the taste of the cookie. I thought it wouldn't have much flavor but it does. The spice of the cookie and the raisins make it a delicious treat. Now it is a soft baked cookie but to me it was a tad bit dry. It was still edible and good. I will pick up a box once they are available.
355825,B002QWP8H0,A2BBY5HVWEJEEX,Steaky,4,4,4,1287273600,Dogs really like them,My dogs love these. They start drooling everytime they get these. Not really sure if they do anything for their teeth/breath. Gave it 4 stars instead of 5 stars just because these are alittle pricey considering they are gone in like 30 seconds.
563233,B007JFMH8M,A23EMS4X0ER4Y7,Heather Beckley,0,0,5,1342224000,To die for cookies!,"These cookies are so good! I never get to eat a whole one though, my kids keep snatching them! They didn't even seem to notice that they were healthy cookies that are actually good for you!"
563046,B007JFMH8M,A3VR7QSYW1VUR9,RGOF,0,0,4,1343174400,yummmm,These are so soft and really yummy. I like that I can grab a pouch and toss it in my purse for an afternoon snack.
21005,B002QWP89S,A2C64W88KUQKYO,"Patricia L. Terho ""BookWormette""",1,1,5,1262822400,Teenie Greenies,"My little dogs really like these ""teenie"" Greenies dental chewies. Not only are they good for the dogs' teeth, the dogs consider them a treat! I am not able to find these really small Greenies elsewhere; the smallest I can find in the stores are ""petites"" which are too large for these little dogs to chew.  So, thank you for making these available.  I was very pleased with the service; these arrived here quickly and in excellent condition!  I will order from this website again!"
563847,B007JFMH8M,A37LNXZ3U8Z0PW,paranormal junkie,0,0,2,1343606400,~~meh~~,Let me start off by saying I'm a bit of a cookie snob having lived next door to my grandmother for most of my youth.  There's nothing better than a homemade cookie.  Having tried these and shared them with some co-workers I can honestly say that it's not just me that wasn't impressed.  There wasn't much said that was positive.  For being a soft baked cookie it tasted awfully dry.  It was almost more like a cereal bar rather than a cookie.  There was no yummy buttery taste.  They just weren't worth the 170 cals per cookie.  The only thing positive that was said is that it is convienient to have them separately packed for lunches and on the go snacks.
368089,B003B3OOPA,A32CT20R5J5D4J,MARISOL ALCANTARA ORTIGOZA,1,4,2,1329004800,not what i expected,"It is definitely not the item that will save me from buying conditioner and hands cream. The item arrived safely. The plastic jar was not a problem. However, in terms of helping for disentangling hair and making it brighter (as a regular conditioner would do), reasons for which I bought it, this product did not work. I tried to put the 1.5 tsp, 1 tsp, 0.5 tsp and it did not help at all. I tried to wash once with shamppo, twice, putting soap on dry hair, etc but the result was always the same: very dull hair and difficult to comb. It did not help either as a skin softener at all for soap-dried hands. It absorbs quickly but feels sandy and the effect was unnoticeable. The flavor/smell of this coconut oil may be good for preparing sweets only."
189838,B001EO5Q64,A3QOIQOGYUN6T8,clk_BostonReviewer,14,26,3,1291680000,"Probably Great for Food, The Smell, Not So Much for Body or Hair","I was a little surprised at the size of the bottles (a little smaller than I would have liked). I use this as a moisturizer for my hair and skin. I will likely get the raw version of this because I feel like I walk around smelling like food (HORRIBLE!!). My brother bought the raw version and it smells like paradise compared to the cooking oil version. If you want to spread this over bread or use it as a cooking aid, then this is the product for you. Look into something else for hair and skin care."
189840,B001EO5Q64,AGIH0LXYQQ9LM,"D. Szmurlo ""PhotoSoaper""",9,20,3,1275436800,Over Powering,It comes in a plastic jar. The toasty taste and smell are to over powering for me. Leaves me feeling a little queasy. Otherwise its a nice oil and I can buy it at the local Martians grocery store. I can't eat it alone and even in my morning oatmeal its still to much. If you love an over powering taste and smell of coconut you will probably love this product if you don't then pass on this one.
21514,B002QWP89S,A16EH1TRPC5IDD,Lesal,1,2,2,1341792000,Greenies Treats,Not the best product for the price. I got these for my dog that has plaque problems but I haven't really seen any improvement since we got them. They are okay to give as a treat but as far as helping with plaque I don't think they work at all.
75176,B0026RQTGE,A3NIW2COUTH4R3,M. Nygaard,2,2,3,1321142400,Full of worms,"When we opened the box, we found it to be full of small worms. My husband was able to remove them with a small brush but they shouldn't have been there in the first place. We have gone through many many boxes of greenies and this is the first time we found worms in them. The dogs love the greenies and it helps their teeth a lot."
21540,B002QWP89S,A3P380HI0LB0EF,ttaylor,8,14,1,1326585600,Worm found on Greenies Joint Care,"Just opened Greenies Joint Care (individually sealed) in December 2011 and found small worm crawling all over it.  Next one looked fine, but really supposed to trust these now?"
356043,B002QWP8H0,A1CSOV6BCEVPZX,Jot,2,4,2,1321401600,Great product... Misleading product picture.,"My AKC English Bulldog has been using greenies since he was a puppy, and hasnt had any problems with it. Ive always given him the correct size greenie for his weight, and have never had to take him to the vet. (yet I never leave him unattended with his greenie) The only problem I had with this particular seller was the picture on display, and what I recieved in the mail. Please don't make the same mistake I did, there are only 17 greenies in the box, would have been better off buying them at Petsmart."
23852,B0013NUGDE,A23GS4UGLQBG2V,C. Boudreau,0,0,4,1328572800,"Lots of flavor, not a lot of bad stuff","These chili lime chips have only 100 calories and 4 grams of fat per bag. Most 100-cal snacks that I have had are tiny portions, but these chips are a normal sized serving.<br /><br />They aren't my favorite Pop Chip flavor, but there definetly is a lot of taste. It is strong flavor that grows on you. When I first tried them, I would have said 3 stars, but now I really like them. A few other Pop Chip fans I talked to rate them at 3 - 4 stars too.<br /><br />In the end, they are pretty not-too-bad-for-you, but the taste is, well... a matter of taste."
75196,B0026RQTGE,A3192L9LYHIQ7O,Tlc1283,0,2,3,1336953600,Greenies,I thought the greenies were the petite size for small dogs instead they were much larger. I'm having to cut them in half for my 6# Yorkie.
563360,B007JFMH8M,A1S313BVVWH0PM,Boops,0,0,3,1341964800,Oatmeal Raisin,I received the oatmeal raisin cookie in my momvoxbox from influenster and it was pleasantly surprised by how chewy and tasty the cookie was considering that oatmeal raisin cookies are usually hard.  I'm not a big fan of the oatmeal raisin cookies but my little brother loved it and i'll most likely purchase the chocolate chip cookies because their a healthier alternative to most i think :)
75201,B0026RQTGE,A3PHNF5AWA5PV0,J. Daniel,0,2,3,1297987200,GREENIES are GREENIES!,"Dogs love them, this box was economical as compared to vet prices, BUT they by no means help my dog's bad breath.  I get stared down every night at ""TREAT TIME"" by my golden retrieve and sheltie, until I am forced to get out of my comfy chair and give them their EXPECTED DESSERT every single night.  As always, my dogs walk all over me! lol"
329426,B002QWHJOU,A3NNJ2VVOCMRLN,Melisa Sobalvarro,1,1,4,1282608000,whiten your dogs teeth,"Greenies are an excellant way to whiten your dogs teeth. The costs were much lower here, than what you can buy locally at the dog food stores. They have made a great improvment in my dog(s) breath, tarter and overall mouth smell!"
75209,B0026RQTGE,AIKXESYKV13OT,pc,1,5,1,1339200000,Greenies Dental Chews For Dogs,"Consumers Beware of Greenie products for dogs or cats. It contains a very toxic ingriedant called, Menadione Sodium Bisulfite {MSB},which is a synthetic {man made} form of Vitamin K3 and causes cancer, organ damage {kidneys,lungs,liver,and mucous membranes}. It is also in almost All dry and canned pet foods. Chech your ingredients on All of your pet treats and foods. This will kill your pets. Check to see if BHA,BHT,and propylne glycol are listed in your treats and foods, both dry and canned. These Will Kill pets."
368051,B003B3OOPA,A3B09NBDBXTWIT,Kay,24,38,1,1337040000,Plastic Container,"I ordered this thinking it would come in a glass jar.  I was disappointed to see that it comes in a plastic container.  It is labeled as recycling #1 (PETE), which from what I have read can leach phthalates when left in the heat (which is was, since the package was left on the porch in the sun and who knows where it was before that).  I don't like to take my chances with chemicals leaching into a product that I want to put on my skin and in my food.  I tried to return it but surprisingly (and happily), Amazon refunded the money without requiring me to send this back. WOW!  Way to go Amazon for customer service.  I just think the description of the product should specify that it comes in a plastic container."
24201,B0013NUGDE,A1FSZILKM1W3NN,Chicago reviewer,4,16,1,1238284800,Terrible,These chips (all flavors of the variety pack) are really terrible.  I have thrown away a lot of them and suffered through eating some of them.  They are over spiced and nasty.
368096,B003B3OOPA,AXWV5FPV63KZH,dez,4,15,1,1338854400,Horrible!!!,"I expected the product to be something entirely different from what I received. The minute I opened the seal to see what it looked like, the smell slapped me dead in my face. The smell was so bad that I ran to wash my hands and I refused to put that in my hair or on my skin. It melted into basically water, as for that part maybe that was expected to happen because it's an oil. On the other hand, the smell I doubt was supposed to be that potent and bad. I will be throwing it away because I cannot use it or give it away to anyone."
75190,B0026RQTGE,A2974R9BTPZPOJ,DoKi,11,19,2,1264809600,Not too thrilled,"I expected to recieve a box of Greenies, which is why I ordered this.  I thought that it would be a nice and neat way to store them.  Instead what I recieved was a bubble bag full of individually wrapped greenies.  Not neat and easily stored at all.  The picture of this item shows a box, but I did not recieve a box of greenies.  I wish I would have just ordered the bag of greenies, with the ziploc top, at least that is easily stored.  My dog also has a sensitive stomach and food allergies, even though greenies don't have corn in them he still pukes them up and doesn't seem interested in them when I try to give him one.  My larger dog has the bigger size and he likes them just fine, so I guess it just depends on your dog.  My main complain about this purchase was that I didn't recieve the box of greenies that is described.  Maybe they ran out and just threw 45 individually wrapped greenies in a bubble mailer, either way, that was disappointing."
367554,B003B3OOPA,A37AFGJOSAFXR7,Meg,3,3,5,1337817600,great to have,"i'm so glad I figured out the secret of coconut oil. My fav way to use it is for lotion. After I shave my legs and I put this stuff on it helps my legs stay so smooth and soft. My hair does not grow back so prickly. I also love how when I go into the ocean after I shave my legs it does not burn anymore! I also use this for baking food. My food comes out more moist, especially cakes. There are so many good health reasons to use coconut oil. For skin and for eating. wow I love multi tasking:)"
189687,B001EO5Q64,A2VBTN6ZR67YOF,Mike Jacobs,0,0,5,1327276800,Very good oil,I liked the price and the oil is better quality than the organic store-bought oil. It seems to be lighter and the wide opening is superior to a narrower jar.
355796,B002QWP8H0,A82YGCB4KNFB8,Franco Caliz-aguilar,0,0,4,1320019200,Well...,My dog's bad breath went away...but as for long term health effects I have no idea whether positive or negative. My dog likes them and they've been recommended to me by everyone around. Amazon tends to beat the box xstores by 5-7$ a box.
355827,B002QWP8H0,AXNTSFNCVWHL8,FrankietheC,4,4,5,1224028800,Great price on an item he's crazy about,"My 60 lb Ridgeback-mix is just crazy about these.  By about 10:30p he starts anticipating getting his nighttime treat and he won't leave me alone until I give him his Greenie.  I had a Sheltie-mix who didn't care for Greenies but this guy loves 'em.  The vet says they're good for him and we've never experienced any problems digestively speaking so if your four pawed friend is a Greenie fan, too, this is certainly a great price.  Shipping was reasonable, as well ... particularly when ordering several boxes ... and quick."
355569,B002QWP8H0,A2X01RNZ2POM6D,"jkmfromla ""jkmfromla""",0,0,4,1348790400,Last bag had 1 big greenie ball,"I've been using this product for almost 2 years and my dogs seem to like it.  However, last box/bag had all 96 greenies stuck together in a huge ball.  Maybe it was the heat or maybe something happened during packaging.  Either case, I have to pull off 1 at a time when it comes to snack time."
367912,B003B3OOPA,ADQVVP06WP6YY,PAT,0,0,5,1344902400,coconut oil,"The product was shipped very quickly.  I love the coconut oil.  I use it for a moisturizer, hair conditioner, and in baking."
21120,B002QWP89S,AF3YCQAYR2NGQ,Grandma,0,0,3,1342828800,"Dogs love it, but it caused upset tummies","I have three dogs.  They all loved the Greenies.  One dog does not chew her food, but gulps it whole.  I had to cut the Greenies into smaller portions for her.  It does help clean teeth, but caused diarrhea.  I think I'll look for another product for teeth cleaning."
368105,B003B3OOPA,A1YKAL9XI4X5U2,"Robbyn A. Heath ""twinkiltoes""",7,36,3,1276646400,???,I bought this and I could not recall why.  When I use it for cooking it makes the food taste like coconut.  So cannot see using it a lot.  I love coconut but not on quesadias.  Instead I ordered coconut pills.
367861,B003B3OOPA,A3KXQYG56G7DLT,arm,0,0,5,1350864000,As Expected,I have not yet used this product.  I have ordered the Nutiva brand in the past and like the product.  This brand was cheaper this time.  I cook with the coconut oil frequently and wanted to have a spare on hand.  This is my spare.  Overall I received the product as expected and on time.  I will order again in the future.
563389,B007JFMH8M,AD5YFE22UHF8W,Michelle Norton,0,0,4,1341964800,Tastes Homemade,"Quaker has yet to disappoint.  I am not a big fan of raisins, but these Soft Baked Oatmeal Cookies with Raisins are the best!  Very chewy and fresh, great for on the go or kids lunches!"
189734,B001EO5Q64,A3K1PTNQ92PMSW,"Dan in SW Michigan ""ddmoit""",0,0,5,1301097600,Believe the Hype,"This is my first introduction to extra virgin coconut oil.  I find it to be every bit as good as other folks have said it is here.  Even spreading a little bit on an English muffin tastes good.  It does have a mild, but very good flavor.  I use it to cook eggs."
355870,B002QWP8H0,A13J40H3KGQ0G8,Mac loverk,0,0,5,1310601600,Dogs love them,Good price. I'm not sure how they help with their teeth but my one dog just had teeth cleaned and just started giving these to her so will see if it's worth the price at the vet.
563210,B007JFMH8M,A2V62Y7O1GCF0N,Alyssonvasquez01,0,0,5,1342396800,In love with aker cookies,"The first thing I noticed when unwrapping my Quaker cookie was the smell. I smelled fresh baked good as soon as I unwrapped my cookie. I received the oatmeal raisin cookie, I'm not a fan of raisins but I was willing to give the cookie a try just based on the amazing smell. When I took my first bite I was in love, the cookie was soft and moist and when it was gone I found myself wanting more. I totally recommend people try this amazing cookie for themselves."
23855,B0013NUGDE,A24ZV048V7J0MT,"Murphy ""Goldenmom""",0,0,3,1328486400,So So,"I have to agree with the recent reviews, these are just so so as far as taste.  I bought them as a lightning deal special thinking these would be a little healthier and keep me away from the Kettle chips that I love...after eating a bag of these, I want the Kettle chips back.  They are ok but not as good as a fried chip.  Maybe eating these will discourage me from chips period.  Like some other people making comments, I'll probably finish the box and not buy again.  They remind me of Pringle chips just smaller and maybe a little puffier."
563687,B007JFMH8M,A6EE2QHQ92AM1,Sweetypie,0,0,5,1341792000,Pleasantly suprised,I have never been a huge fan of oatmeal cookies but I would have to say these are very delicious! Just the right amount of raisins & they have a very nice texture. I would buy these again!
329998,B002QWHJOU,A2XYBW17T0KI5R,mmq1943,0,5,2,1325030400,wrong size,I ordered the large size but received the regular size for dogs 25-50 lbs.  My dog is 75 lbs and needs the other size.
74679,B0026RQTGE,A2XFE06WLWRFY5,MacMarv,0,0,3,1350345600,Jumbo Greenies-Good but Very Expensive,"Bought the Jumbo Greenies for my Black Lab. He loved them, but at $2.66 each they are way too expensive for regular use.  Didn't notice any difference in breath which was the primary reason for buying."
563873,B007JFMH8M,A1A1BM6N28X9J0,Debbie Olson,1,3,1,1344124800,"Quaker Soft Baked Oatmeal Cookie, Raisins","If I could give it zero stars I would......horrible taste and not much of that either. Like a very hint of molasses that was too old to use. If I had never had an oatmeal raisin cookie before and this was my first taste of one I would never try one again. QUAKER....pull these off the shelves of any store selling them and throw them in the garbage where they belong. This product gives Quaker a bad name. PLEASE.... don't waste your money on these and don't tell your kids they can have one for a treat, they are more like something you would give them for a punishment...."
189855,B001EO5Q64,AQB7N2G3D0G3Z,evansmom49,1,16,1,1331251200,Don't buy it!,This was a 2 pack.  One of the jars had obviously been opened before.  The shipping box was slimy from whatever amount of oil seeped out.  So my great deal on a 2 pack turned into an OK deal for a one pack.  I will not purchase a Nutiva product again.  Beware that all grocery items are not able to be returned.
23817,B0013NUGDE,A3IQJMA8MMNINJ,L S,0,0,5,1330992000,REALLY GOOD!,My teenage daughter and all of her friends keep eating these. They are really tasty and the chili lime is my personal favorite. It's a good thing that they send a whole case because my daughter says her friends are hooked!
21548,B002QWP89S,A2YCEKVUN1W5F1,"K. Salinger ""MBA, MSN, FNP, RN""",0,2,2,1334793600,I like Greenies but these are too tiny and snap in half,"I'm a fan of Greenies for dogs. However, this size is just too small and almost immediately snap in half. The issue with that is they end up chewing each 1/2 down to a size that is easy to gag and choke on. Part of the advantage to Greenies is that they're supposed to break down to tiny bits that are easily swallowed. These breaking in half defeats the purpose.<br /><br />For puppies and even for grown up tiny dogs I recommend going one size up."
368068,B003B3OOPA,A3AISAZ3YS9JOS,V. Millian,9,9,4,1284940800,Great for everything,"I started using this product as a dietary supplement which boost your energy and also helps me feel fuller faster, the taste isn't bad, its just really oily. Also I love it as a conditioner, I put it in my hair overnight or sometimes for 3hours and the next morning when I wash my hair its so managable,bouncy and defines my natural curls, I am african-american and this works great on my hair especially cause my hair is really thick, also I use on my skin(face) and it make my face feel nice and smooth it gives that natural glow. I really like how fast I recieved my product and was able to keep track of it, also the sender responded in a timely manner when I emailed them so they can take the hold off, so i can pick it up at my local ups store"
330004,B002QWHJOU,A24PH6RGFDHXHU,"rolf neumann ""junglerolf""",1,24,3,1243728000,Greenies never has clear description,"hello,<br /><br />i don't care if it's manufacturer's or Amazon's description, but it's weak. 1, you can't blow up product picture. 2. description is inconsistent. sometimes it states quantity in box, but most of the time, it does not, as with this size ""petite"". by the way, can someone tell the manufacturer it's bad french, there's no ""e"" at the end?!<br /><br />thanks"
21258,B002QWP89S,A12U37FSBL495N,Puppyluv,0,0,4,1322956800,Not a huge fan of the ingrediants but my dog loves them,"My 11 year old dog loves greenies!  It's the best treat besides the smoked salmon he regularly gets.  The smell weird and the ingrediants are not that clean, but he's a fairly picky dog."
189842,B001EO5Q64,A36FN6ZJX7YRHB,Jeanne,2,8,1,1343260800,Not as advertised,"I have ordered this product before and have always been happy. However I was very disappointed with this order as one of the tubs was NOT extra virgin. The product was yellow and had a burnt smell which means it was not cold pressed extra virgin, even though it was labelledcas such  Very deceptive and dishonest business practice."
329742,B002QWHJOU,A1BA3HEE3KPKGN,PaulyEddyFreddy,3,3,5,1293321600,Great for Treats and Teeth,"These Greenies are a great buy. I used to get the Petite size for my Bicon/Poodle and my Bichon, but found that you get more treats with the Teenies and the dogs enjoy them just as much. So, if you have small dogs up to say 25 or 30 pounds, the Teenies are the best. I don't think you can find them any cheaper."
24021,B0013NUGDE,AIQZWUEP9WOEI,"N. Martinez ""Fit Lady""",0,0,5,1286668800,SO YUMMY,You can never go wrong with Popchips if you're looking for a healthy AND tasty snack.  The best BBQ chips ever!
356064,B002QWP8H0,A4BCBSJTWHOU6,dogowner,1,3,3,1337558400,I don't recommend this treat for your dog.,"From a taste perspective, your dog will probably love this product; however, I do not recommend that you buy it for your dog.  As with any dental treat, the purpose is for the dog to chew it and work the toothpaste that is in the treat around the teeth to get them nice and clean.  The problem with this treat is that dogs will literally eat them in three bites, which means that the treat is not working on the teeth.  Also, because the dog eats them in three bites, this product is much more likely to put your dog at risk of choking on them.  This product is very expensive and, from my opinion, I just don't recommend them."
355777,B002QWP8H0,A1Y3MEJHL8AIJ0,PATCHES,0,0,5,1323216000,TASTY TREATS,MY DOG LOVES THEM. SHE GETS THEM EVERY MORNING AFTER SHE GOES OUT. SHE WON'T SETTLE DOWN UNTIL AFTER SHE HAS ONE. SHE WON'T LET ME FORGET ABOUT THEM. SHE LOOKS FOWARD TO IT EVERY DAY.
367784,B003B3OOPA,A1GB01OO4VYEL8,The Factor Viewer,1,1,4,1327017600,Skin Softener,Really softens the skin and works well in the summer.  I mix this with Shea butter often for optimal results.  I also add some to a nice bath and it really does wonders on the skin.
24176,B0013NUGDE,A1BAE6217W78NS,Morrigan Cider,0,2,1,1347580800,Bought it for kids and wife,They said the salt and vinegar were horrible! Blecht! Couldn't get the awful taste out of their mouth. Now i'm stuck with this box of popchips! lol.
189501,B001EO5Q64,A1Y729ROMO3K7T,LynnsBeagle,1,1,4,1298851200,Coconut Oil,"I used the coconut oil to moisturize my skin and it does just that.  Although the product probably wasn't solely intended for this purpose, I've read that it can help with dry skin.  The smell could be better, but again, the product wasn't specifically intended for this use.  It melts at body temperature and glides on very nicely."
